Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2007,2007,millions,2499550,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2007,2007,millions,3421053.532,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2007,2007,US$,42090.85715,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2007,2007,millions,2805874.1,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2007,2007,US$,38287.21497,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2007,2007,millions,3111901.749,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2007,2007,%,4.79942,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2007,2007,%,2.976455,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2007,2007,%,14.338364,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2007,2007,%,14.611833,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2007,2007,%,2.976455,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2007,2007,%,3.222749,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2008,2008,millions,2546490,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2008,2008,millions,3730166.005,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2008,2008,US$,46014.08008,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2008,2008,millions,2832807.1,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2008,2008,US$,38755.85148,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2008,2008,millions,3141772.245,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2008,2008,%,1.877938,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2008,2008,%,0.959879,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2008,2008,%,9.035593,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2008,2008,%,9.320844,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2008,2008,%,0.959879,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2008,2008,%,1.224003,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2009,2009,millions,2445730,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2009,2009,millions,3397586.387,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2009,2009,US$,41997.37979,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2009,2009,millions,2671511.7,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2009,2009,US$,36624.05814,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2009,2009,millions,2962884.875,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2009,2009,%,-3.956819,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2009,2009,%,-5.693836,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2009,2009,%,-8.915947,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2009,2009,%,-8.729285,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2009,2009,%,-5.693836,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2009,2009,%,-5.500572,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2010,2010,millions,2564400,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2010,2010,millions,3396354.076,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2010,2010,US$,42020.0427,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2010,2010,millions,2783177.75,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2010,2010,US$,38189.3415,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2010,2010,millions,3086729.982,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2010,2010,%,4.85213,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2010,2010,%,4.179882,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2010,2010,%,-0.03627,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2010,2010,%,0.053963,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2010,2010,%,4.179882,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2010,2010,%,4.273921,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2011,2011,millions,2693560,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2011,2011,millions,3744408.603,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2011,2011,US$,46309.80564,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2011,2011,millions,2892422.84,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2011,2011,US$,39674.29358,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2011,2011,millions,3207890.082,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2011,2011,%,5.036656,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2011,2011,%,3.925193,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2011,2011,%,10.247887,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2011,2011,%,10.20885,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2011,2011,%,3.925193,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2011,2011,%,3.888394,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2012,2012,millions,2745310,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2012,2012,millions,3527344.944,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2012,2012,US$,43562.18924,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2012,2012,millions,2904527.56,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2012,2012,US$,39782.76492,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2012,2012,millions,3221315.024,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2012,2012,%,1.921249,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2012,2012,%,0.418498,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2012,2012,%,-5.797008,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2012,2012,%,-5.93312,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2012,2012,%,0.418498,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2012,2012,%,0.273405,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2013,2013,millions,2811350,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2013,2013,millions,3732743.446,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2013,2013,US$,45984.26306,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2013,2013,millions,2917237.52,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2013,2013,US$,39857.54787,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2013,2013,millions,3235411.219,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2013,2013,%,2.405557,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2013,2013,%,0.437591,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2013,2013,%,5.823034,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2013,2013,%,5.560037,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2013,2013,%,0.437591,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2013,2013,%,0.187978,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2014,2014,millions,2927430,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2014,2014,millions,3883920.155,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2014,2014,US$,47684.49516,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2014,2014,millions,2981695.15,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2014,2014,US$,40600.16805,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2014,2014,millions,3306899.035,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2014,2014,%,4.128977,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2014,2014,%,2.209543,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2014,2014,%,4.050016,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2014,2014,%,3.697422,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2014,2014,%,2.209543,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2014,2014,%,1.863186,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2015,2015,millions,3026180,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2015,2015,millions,3356235.704,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2015,2015,US$,41036.09178,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2015,2015,millions,3026180,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2015,2015,US$,41036.09178,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2015,2015,millions,3356235.704,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2015,2015,%,3.373266,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2015,2015,%,1.491932,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2015,2015,%,-13.586388,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2015,2015,%,-13.942485,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2015,2015,%,1.491932,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2015,2015,%,1.073699,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2016,2016,millions,3134740,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3467498.002,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2016,2016,US$,42186.87239,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2016,2016,millions,3093663.81,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2016,2016,US$,41743.79444,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2016,2016,millions,3431079.756,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2016,2016,%,3.587361,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2016,2016,%,2.23,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2016,2016,%,3.315092,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2016,2016,%,2.804313,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2016,2016,%,2.23,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2016,2016,%,1.724586,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2017,2017,millions,3259860,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2017,2017,millions,3682602.48,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2017,2017,US$,44552.061,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2017,2017,millions,3174160.2,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2017,2017,US$,42589.20139,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2017,2017,millions,3520355.628,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2017,2017,%,3.9914,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2017,2017,%,2.601976,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2017,2017,%,6.203449,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2017,2017,%,5.606456,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2017,2017,%,2.601976,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2017,2017,%,2.025228,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2018,2018,millions,3356410,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2018,2018,millions,3963767.526,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2018,2018,US$,47684.75523,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2018,2018,millions,3214408.4,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2018,2018,US$,42887.44096,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2018,2018,millions,3564993.569,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2018,2018,%,2.961784,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2018,2018,%,1.267995,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2018,2018,%,7.634955,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2018,2018,%,7.031536,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2018,2018,%,1.267995,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2018,2018,%,0.70027,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22008,Gross Domestic Product,2019,2019,millions,3449050,X,International reliable sources,
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2019,2019,millions,3861123.558,X,International reliable sources,
MK,Macro Indicators,79,Germany,6119,Value US$ per capita,22008,Gross Domestic Product,2019,2019,US$,46231.56337,X,International reliable sources,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22008,Gross Domestic Product,2019,2019,millions,3232262.86,X,International reliable sources,
MK,Macro Indicators,79,Germany,6185,"Value US$ per capita, 2015 prices",22008,Gross Domestic Product,2019,2019,US$,42922.919,X,International reliable sources,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22008,Gross Domestic Product,2019,2019,millions,3584795.358,X,International reliable sources,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22008,Gross Domestic Product,2019,2019,%,2.760092,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6181,"Annual growth Local Currency, 2015 prices",22008,Gross Domestic Product,2019,2019,%,0.555451,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22008,Gross Domestic Product,2019,2019,%,-2.589556,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61290,Annual growth US$ per capita,22008,Gross Domestic Product,2019,2019,%,-3.047498,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6182,"Annual growth US$, 2015 prices",22008,Gross Domestic Product,2019,2019,%,0.555451,Fc,Calculated data,
MK,Macro Indicators,79,Germany,61820,"Annual growth US$ per capita, 2015 prices",22008,Gross Domestic Product,2019,2019,%,0.082724,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),1995,1995,millions,16493,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),1995,1995,millions,22508.38964,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),1995,1995,millions,16106.48139,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),1995,1995,millions,17863.16372,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),1996,1996,millions,17812,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),1996,1996,millions,23151.13878,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),1996,1996,millions,16980.5895,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),1996,1996,millions,18832.60315,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),1996,1996,%,7.997332,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),1996,1996,%,2.855598,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),1997,1997,millions,17823,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),1997,1997,millions,20102.43523,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),1997,1997,millions,16968.43531,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),1997,1997,millions,18819.12086,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),1997,1997,%,0.061756,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),1997,1997,%,-13.168698,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),1998,1998,millions,17127,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),1998,1998,millions,19036.26082,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),1998,1998,millions,16447.595,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),1998,1998,millions,18241.47629,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),1998,1998,%,-3.905066,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),1998,1998,%,-5.303708,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),1999,1999,millions,17164,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),1999,1999,millions,18286.28412,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),1999,1999,millions,17769.28796,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),1999,1999,millions,19707.33275,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),1999,1999,%,0.216033,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),1999,1999,%,-3.939727,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),2000,2000,millions,19066,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),2000,2000,millions,17565.85815,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),2000,2000,millions,17844.07123,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),2000,2000,millions,19790.26356,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),2000,2000,%,11.081333,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),2000,2000,%,-3.939707,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),2001,2001,millions,21481,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),2001,2001,millions,19222.19935,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),2001,2001,millions,17311.43368,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6184,"Value US$, 2015 prices",22010,Value Added (Agriculture),2001,2001,millions,19199.53599,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6155,Annual growth Local Currency,22010,Value Added (Agriculture),2001,2001,%,12.666527,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6129,Annual growth US$,22010,Value Added (Agriculture),2001,2001,%,9.429321,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6109,Value Local Currency,22010,Value Added (Agriculture),2002,2002,millions,17643,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6110,Value US$,22010,Value Added (Agriculture),2002,2002,millions,16604.36383,Fc,Calculated data,
MK,Macro Indicators,79,Germany,6183,"Value Local Currency, 2015 prices",22010,Value Added (Agriculture),2002,2002,millions,16702.79763,Fc,Calculated data,
